Significant	-Log(P-value)	Difference	Protein IDs	Majority protein IDs	Protein names	Gene names	id	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	KRAS interactome	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQ intensity 16	LFQ intensity 17	LFQ intensity 18	LFQ intensity 34	LFQ intensity 35	LFQ intensity 36
	0.355777760218366	-0.303569793701172	P36404;V9GYD0;P36404-2	P36404	ADP-ribosylation factor-like protein 2	ARL2	2136	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	5	5	5	29.9	29.9	29.9	20.878	0	11.795	838470000	26	21.5931358337402	21.7780418395996	22.0263442993164	21.9378299713135	20.8451480865479	21.7038345336914
	0.627678368003672	-0.700063705444336	P36405	P36405	ADP-ribosylation factor-like protein 3	ARL3	2137	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	20.3	20.3	20.3	20.455	0	9.2529	394370000	25	21.435375213623	21.3957672119141	21.4059276580811	21.5941143035889	19.8558864593506	20.6868782043457
	0.452117559709842	-0.161636352539063	P36507;G5E9C7;H3BRW9	P36507	Dual specificity mitogen-activated protein kinase kinase 2	MAP2K2	2139	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	1	24.5	24.5	8.8	44.424	0	108.88	3974900000	106	24.1487216949463	23.9679832458496	23.8293895721436	24.0551528930664	23.7674922943115	23.6385402679443
	0.896305208547978	-0.398769378662109	P36542-2;P36542	P36542-2	ATP synthase subunit gamma, mitochondrial	ATP5C1	2140	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	42.4	42.4	42.4	32.881	0	101.64	7163700000	122	24.6265602111816	24.7181129455566	25.1524791717529	24.4393005371094	24.6547451019287	24.2067985534668
	0.243635966070375	-0.0572967529296875	P36578;H3BM89;H3BTP7;H3BU31	P36578	60S ribosomal protein L4	RPL4	2142	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	38	38	38	65.1	65.1	65.1	47.697	0	323.31	59827000000	682	27.3424015045166	27.5220813751221	27.4433212280273	27.3693618774414	27.2502460479736	27.5163059234619
	0.672629365756915	0.223634719848633	P37108;H0YLA2	P37108	Signal recognition particle 14 kDa protein	SRP14	2146	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	3	3	3	30.1	30.1	30.1	14.57	0	117.71	1062900000	31	21.7198791503906	21.43776512146	21.4720420837402	21.713809967041	21.9995861053467	21.587194442749
+	2.32177710733995	-0.831640243530273	X6RJP6;P37802;P37802-2	X6RJP6	Transgelin-2	TAGLN2	2148	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	24	24	24	93.6	93.6	93.6	21.086	0	323.31	49870000000	551	27.9256954193115	28.0005626678467	27.5737648010254	27.0888137817383	27.0410327911377	26.8752555847168
	0.360233997856269	-0.489011128743488	P37837;F2Z393	P37837	Transaldolase	TALDO1	2149	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	26.4	26.4	26.4	37.54	0	7.281	742160000	24	22.2758865356445	23.6602516174316	21.883716583252	21.777229309082	22.2340621948242	22.3415298461914
+	3.4370094285491	-1.04453468322754	P38117;P38117-2;M0QY67	P38117	Electron transfer flavoprotein subunit beta	ETFB	2150	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	38	38	38	27.843	0	102.2	1745800000	40	23.5523891448975	23.6600341796875	23.4304580688477	22.3739013671875	22.5448875427246	22.5904884338379
	0.214852011526805	-0.0922819773356132	P38159;P38159-2;H3BT71;H0Y6E7;Q96E39;H3BR27;H3BUY5;P38159-3;H3BNC1;A0A1B0GUK8;O75526	P38159	RNA-binding motif protein, X chromosome;RNA-binding motif protein, X chromosome, N-terminally processed;RNA binding motif protein, X-linked-like-1	RBMX	2151	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	30.4	30.4	30.4	42.331	0	18.967	2333800000	69	23.007511138916	22.9202537536621	23.4014549255371	23.0946159362793	23.0944881439209	22.8632698059082
+	1.32032939554156	-1.69318644205729	P38432	P38432	Coilin	COIL	2152	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	22	22	22	62.608	0	11.364	1941700000	50	23.4401245117188	23.2302265167236	23.8342208862305	20.6897506713867	22.5890712738037	22.1461906433105
	0.0122878985822398	-0.0197925567626953	P38606-2;P38606;C9JA17;C9JVW8	P38606-2	V-type proton ATPase catalytic subunit A	ATP6V1A	2154	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	20.5	20.5	20.5	64.735	0	26.147	1912700000	53	22.7982597351074	22.1899375915527	23.00341796875	23.286584854126	22.9231033325195	21.7225494384766
	0.169724170962308	-0.0773830413818359	P38646;D6RJI2;D6RA73;H0Y8S0;H0YBG6	P38646	Stress-70 protein, mitochondrial	HSPA9	2155	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	31	30	30	48.7	48.7	48.7	73.68	0	323.31	42061000000	641	27.4754505157471	27.712272644043	27.2561092376709	27.3530445098877	27.2421817779541	27.6164569854736
+	2.42315197436981	-0.760536829630535	P38919;I3L3H2;J3QQP0;E9PBH4;F8WE11	P38919	Eukaryotic initiation factor 4A-III;Eukaryotic initiation factor 4A-III, N-terminally processed	EIF4A3	2156	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	8	8	30.7	24.6	24.6	46.871	0	70.587	2261300000	45	23.46923828125	23.2173557281494	23.2365608215332	22.6297645568848	22.6565246582031	22.3552551269531
	0.938063007544622	-0.596071243286133	P39019;A0A075B6E2;M0R2L9;M0QXK4;M0QYF7;M0R140	P39019	40S ribosomal protein S19	RPS19	2158	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	13	13	61.4	61.4	61.4	16.06	0	85.361	9426400000	227	25.4290523529053	25.8936538696289	25.0628280639648	25.0436019897461	24.516471862793	25.0372467041016
	0.946577014755747	-0.23581822713216	P39023;G5E9G0;H7C422;B5MCW2;H7C3M2;F8WCR1	P39023	60S ribosomal protein L3	RPL3	2159	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	33	33	28	58.3	58.3	53.1	46.108	0	185.87	32866000000	396	26.8145790100098	26.8541240692139	26.6079483032227	26.6992225646973	26.4322280883789	26.4377460479736
+	1.44073443271443	-1.99416796366374	P39687;H0YN26;H7BZ09;O43423	P39687	Acidic leucine-rich nuclear phosphoprotein 32 family member A	ANP32A	2160	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	32.5	32.5	32.5	28.585	0	282.64	1854800000	45	22.5458545684814	23.5760021209717	23.0571537017822	22.1522083282471	20.8238143920898	20.2204837799072
+	1.14662615316981	-1.98880322774251	P39748;P39748-2;I3L3E9;F5H1Y3;CON__P01030;CON__ENSEMBL:ENSBTAP00000007350	P39748	Flap endonuclease 1	FEN1	2161	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	30.5	30.5	30.5	42.592	0	27.644	1998700000	45	25.0601501464844	22.9624881744385	22.552318572998	21.8880710601807	21.0543823242188	21.6660938262939
+	1.38631178840579	0.77581278483073	P40189-3;P40189;D6RH03;P40189-2;Q5FC05	P40189-3	Interleukin-6 receptor subunit beta	IL6ST	2163	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	6	6	6	10	10	10	96.275	0	36.703	1163700000	47	22.458589553833	21.6996040344238	22.063684463501	22.6280746459961	23.114070892334	22.8071708679199
	0.75334595610134	-0.28040885925293	P40222	P40222	Alpha-taxilin	TXLNA	2164	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	26	25	25	59.3	57.9	57.9	61.89	0	321.28	19827000000	339	26.3335742950439	26.1527881622314	26.4858665466309	25.9600944519043	25.8515281677246	26.3193798065186
	0.624192607847148	-0.251925150553387	P40227;P40227-2	P40227	T-complex protein 1 subunit zeta	CCT6A	2165	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	29	29	27	53.1	53.1	49.3	58.024	0	260.36	22380000000	526	26.6911239624023	26.5775871276855	26.2805805206299	26.4756984710693	26.3020992279053	26.015718460083
	0.952270850478421	-0.329478581746418	P40429;M0QYS1;Q8J015;Q6NVV1;M0QZU1;A0A096LPE0	P40429	60S ribosomal protein L13a	RPL13A	2166	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	17	17	17	55.7	55.7	55.7	23.577	0	42.672	19856000000	270	26.2707233428955	26.3047466278076	25.8186302185059	25.8755836486816	25.7342262268066	25.7958545684814
	0.215029392053671	0.195213317871094	P40616-2;P40616;B4DZG7;F8VYN9;F8VP99;F8W1Z8;F8VP63	P40616-2	ADP-ribosylation factor-like protein 1	ARL1	2167	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	50.6	50.6	50.6	18.565	0	18.18	918200000	32	21.768138885498	21.2447242736816	22.397855758667	22.017162322998	22.1889705657959	21.790225982666
	0.187957579399813	0.0689760843912737	P40763-3;P40763;P40763-2;G8JLH9;K7EP08	P40763-3	Signal transducer and activator of transcription 3;Signal transducer and activator of transcription	STAT3	2168	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	15	15	15	31.7	31.7	31.7	83.125	0	94.442	4427400000	126	24.1119556427002	24.2514762878418	24.4680576324463	24.5330867767334	24.2275848388672	24.2777462005615
+	2.07958381139049	-2.43398412068685	P40925-2;P40925;P40925-3;B9A041;B8ZZ51;C9JF79;C9JRL4	P40925-2	Malate dehydrogenase, cytoplasmic;Malate dehydrogenase	MDH1	2170	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	8	8	8	43.7	43.7	43.7	27.025	0	44.71	2082300000	46	23.3757057189941	24.7454013824463	24.1408653259277	22.1116218566895	21.0689926147461	21.7794055938721
	1.03075948509864	-1.74390029907227	P40926;P40926-2;G3XAL0	P40926	Malate dehydrogenase, mitochondrial;Malate dehydrogenase	MDH2	2171	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	17	17	17	58.3	58.3	58.3	35.503	0	125.29	8427900000	143	24.9989929199219	26.8074722290039	25.2273292541504	24.3766326904297	24.5940017700195	22.8314590454102
	0.00458902702841182	-0.00964228312174598	P40937-2;P40937;F5H5S0;C9JH72;E9PEP3;F5H304;F5H0U6	P40937-2	Replication factor C subunit 5	RFC5	2172	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	7	29.2	29.2	29.2	36.104	0	152.49	2472000000	58	22.7765369415283	22.4319877624512	22.5781688690186	22.9975032806396	23.5039730072021	21.256290435791
+	2.24014263211406	-0.378653208414715	P40938;P40938-2;A0A087X270	P40938	Replication factor C subunit 3	RFC3	2173	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	12	12	12	43.8	43.8	43.8	40.556	0	147.36	3305600000	98	23.7186870574951	23.6510810852051	23.6992225646973	23.2844676971436	23.2098350524902	23.4387283325195
+	1.27542690163271	-1.58390045166016	P41091;Q2VIR3;F8W810;Q2VIR3-2;H7BZU1	P41091	Eukaryotic translation initiation factor 2 subunit 3;Putative eukaryotic translation initiation factor 2 subunit 3-like protein	EIF2S3	2175	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	19	19	19	52.5	52.5	52.5	51.109	0	175.5	6718100000	126	25.301139831543	24.3675975799561	24.2645626068115	23.4289245605469	22.1081790924072	23.644495010376
	0.665534086451936	-0.449237187703453	P41240;H3BUM9;H3BU69;K7ENL8	P41240	Tyrosine-protein kinase CSK	CSK	2180	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	12	12	11	31.1	31.1	28.9	50.704	0	116.12	5084800000	109	24.0158882141113	24.7925319671631	23.9976577758789	24.0974807739258	23.8110790252686	23.5498065948486
+	1.43159144223501	0.98966852823893	P41250	P41250	Glycine--tRNA ligase	GARS	2181	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	12	12	12	22.9	22.9	22.9	83.165	0	150.44	4326100000	137	22.8688564300537	23.7124042510986	23.4211120605469	24.7345886230469	24.1278610229492	24.1089286804199
	1.085530722341	0.527762730916344	P41252;A0A0A0MSX9;J3KR24;Q5TCD1;Q5TCC6	P41252	Isoleucine--tRNA ligase, cytoplasmic	IARS	2182	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	41	41	41	39.9	39.9	39.9	144.5	0	323.31	16943000000	426	26.3052158355713	25.7350273132324	25.5791988372803	26.4642601013184	26.2818355560303	26.4566345214844
	0.00142054592777587	0.0013605753580741	P41440;P41440-2;H3BTQ3;P41440-3;C9J8K6;C9JKP4;E9PIL5	P41440	Folate transporter 1	SLC19A1	2183	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	8	8	8	19.1	19.1	19.1	64.868	0	20.159	1775200000	58	22.540922164917	22.9287891387939	23.0026969909668	23.3611850738525	22.6848735809326	22.4304313659668
	0.00918111532026292	0.00467491149902344	P41743	P41743	Protein kinase C iota type	PRKCI	2184	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	14	14	13	35.1	35.1	33.7	68.262	0	169.76	9081900000	192	25.0628700256348	25.148567199707	25.4938411712646	25.169132232666	25.4437961578369	25.1063747406006
+	2.22986276498309	0.551528294881184	P42224;J3KPM9;P42224-2;E7ENM1;E7EPD2;D2KFR9;H7BZ88	P42224	Signal transducer and activator of transcription 1-alpha/beta;Signal transducer and activator of transcription	STAT1	2187	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	16.7	16.7	16.7	87.334	0	17.969	3228000000	90	23.3599796295166	23.1979961395264	23.5529766082764	23.9196166992188	23.9405574798584	23.9053630828857
	0.742390627132721	-1.10657691955566	P42285;H0Y8U3;H0YAC4;D6REC7	P42285	Superkiller viralicidic activity 2-like 2	SKIV2L2	2188	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	22	22	22	24.6	24.6	24.6	117.8	0	137.53	2812300000	85	22.3497848510742	21.3206405639648	23.2785263061523	20.4652309417725	21.4136943817139	21.7502956390381
	0.863382750971794	1.5390141805013	P42345;B1AKP8	P42345	Serine/threonine-protein kinase mTOR	MTOR	2191	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	8	8	8	4.5	4.5	4.5	288.89	0	23.716	2015500000	64	20.3008403778076	21.8525867462158	22.3122978210449	23.389949798584	23.7697143554688	21.9231033325195
	0.328246971443903	-0.146269480387371	P42356;P42356-2;A4QPH2;A8MTF1;A4QPH2-4;A4QPH2-2;Q8N8J0;C9JLI1	P42356	Phosphatidylinositol 4-kinase alpha	PI4KA	2192	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	37	37	37	22.6	22.6	22.6	236.83	0	323.31	17331000000	597	26.0267333984375	26.2049541473389	26.5716247558594	25.9639110565186	26.2710800170898	26.1295127868652
+	1.49952731009341	1.01232020060221	P42566;B1AUU8;P42566-2;S4R3U1	P42566	Epidermal growth factor receptor substrate 15	EPS15	2194	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	18	18	18	32.1	32.1	32.1	98.655	0	276.14	6306700000	170	23.5682506561279	23.7736415863037	24.5662784576416	24.9260120391846	24.896936416626	25.1221828460693
	0.412900848144778	-0.169358571370442	P42677;Q5T4L4;C9J1C5	P42677	40S ribosomal protein S27	RPS27	2198	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	7	7	4	46.4	46.4	20.2	9.461	0	43.505	30086000000	240	27.1246509552002	26.9217300415039	26.6932525634766	26.9003505706787	26.5034885406494	26.8277187347412
	0.76286853151672	-0.283715565999351	P42684-7;P42684-5;P42684-6;P42684;P42684-4;P42684-10;P42684-2;P42684-3;P42684-8	P42684-7	Abelson tyrosine-protein kinase 2	ABL2	2199	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	6	6	5	11.3	11.3	10.6	115.82	0	20.034	1374400000	43	22.7907638549805	22.6924705505371	22.9240837097168	22.6841239929199	22.2040691375732	22.6679782867432
	0.817209294473236	1.34309196472168	P42695;G3V1A9;E9PKK4;E9PQA3	P42695	Condensin-2 complex subunit D3	NCAPD3	2200	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	8.7	8.7	8.7	168.89	0	90.102	769410000	34	21.5165786743164	19.3962097167969	21.7126770019531	22.5060577392578	22.2325992584229	21.9160842895508
	1.0479542281735	-0.556647618611652	P42704;B8ZZ38;A0A0C4DG06;C9JCA9;H7C3W8	P42704	Leucine-rich PPR motif-containing protein, mitochondrial	LRPPRC	2201	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	40	40	39	33.4	33.4	32.9	157.9	0	169.9	10741000000	320	25.8795623779297	26.1105823516846	25.3310470581055	25.3969554901123	25.0798931121826	25.1744003295898
	0.464910427204463	-0.32615025838216	P42766;F2Z388	P42766	60S ribosomal protein L35	RPL35	2203	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	56.9	56.9	56.9	14.551	0	244.07	38391000000	390	27.8238983154297	27.2771949768066	26.963228225708	27.2606925964355	26.6981639862061	27.1270141601563
	0.0285239874472898	-0.0192114512125627	P43007;P43007-2	P43007	Neutral amino acid transporter A	SLC1A4	2205	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	3	3	3	8.8	8.8	8.8	55.722	0	5.895	1109900000	35	21.6870975494385	21.7497234344482	22.0683174133301	22.1943016052246	21.5599231719971	21.6932792663574
+	2.77100714675834	-0.912265141805015	P43034;I3L3N5;P43034-2;I3L495	P43034	Platelet-activating factor acetylhydrolase IB subunit alpha	PAFAH1B1	2206	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	28.5	28.5	28.5	46.637	0	14.456	1920800000	55	23.307580947876	23.5038528442383	23.1765022277832	22.2939262390137	22.5555515289307	22.4016628265381
+	4.59988952714756	-1.89843686421712	P43121;P43121-2	P43121	Cell surface glycoprotein MUC18	MCAM	2207	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	8	8	8	20.6	20.6	20.6	71.607	0	72.846	1531000000	61	23.1630935668945	23.2497406005859	23.1761817932129	21.1843948364258	21.252513885498	21.4567966461182
	0.587190072209827	-0.247203826904297	P43246;E9PHA6	P43246	DNA mismatch repair protein Msh2	MSH2	2208	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	29	29	3	34.8	34.8	3.7	104.74	0	248.34	12635000000	378	26.098123550415	25.7440929412842	25.5696430206299	25.7663555145264	25.4297561645508	25.4741363525391
	0.00800917983483347	0.00826454162597656	P43304;P43304-2;F5GYK7	P43304	Glycerol-3-phosphate dehydrogenase, mitochondrial	GPD2	2209	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	11	11	11	21.3	21.3	21.3	80.852	0	37.99	2418800000	86	22.4552059173584	23.2307109832764	23.2507953643799	22.5916309356689	23.0366764068604	23.3331985473633
	0.631318501299816	-1.4192434946696	P43487-2;P43487;C9JJ34;F6WQW2;C9JXG8;C9JGV6;C9JDM3;C9JIC6	P43487-2	Ran-specific GTPase-activating protein	RANBP1	2211	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	6	6	6	47	47	47	23.239	0	53.306	4672200000	67	24.0979633331299	24.8326759338379	24.4259204864502	23.9840717315674	21.0530815124512	24.0616760253906
	0.294561551545323	-0.100856781005859	P43490;A0A0C4DFS8;C9JG65;C9JF35	P43490	Nicotinamide phosphoribosyltransferase	NAMPT	2212	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	29	29	29	55.8	55.8	55.8	55.52	0	323.31	22147000000	433	26.594913482666	26.2886276245117	26.591064453125	26.5768661499023	26.2682628631592	26.3269062042236
	0.776428879447219	-0.20400110880534	P43686;P43686-2	P43686	26S protease regulatory subunit 6B	PSMC4	2213	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	22	22	22	55.3	55.3	55.3	47.366	0	172.85	25339000000	541	26.764331817627	26.7421398162842	26.6191883087158	26.6496562957764	26.2833919525146	26.5806083679199
	0.880505114359336	0.280206044514976	P45880;P45880-2;P45880-1;A0A0A0MR02;Q5JSD2;Q5JSD1;A2A3S1	P45880	Voltage-dependent anion-selective channel protein 2	VDAC2	2214	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	16	16	16	65.3	65.3	65.3	31.566	0	323.31	24470000000	345	26.3836364746094	26.5735340118408	26.6342258453369	26.6823081970215	26.6839160919189	27.0657901763916
	0.51339265414177	0.334789911905926	P45974-2;P45974;F5H571;H7C5J3;Q92995-2;Q92995	P45974-2	Ubiquitin carboxyl-terminal hydrolase 5	USP5	2216	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	15	15	15	20.7	20.7	20.7	93.307	0	154.86	4080800000	194	23.4651317596436	23.8254165649414	24.1894092559814	24.4657554626465	24.2205905914307	23.797981262207
	0.388718807744095	-0.147943496704102	P46060;H0Y4Q3;B0QYT6;B0QYT5;B0QYT4	P46060	Ran GTPase-activating protein 1	RANGAP1	2220	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	20	20	20	43.4	43.4	43.4	63.541	0	323.31	11502000000	317	24.9274139404297	25.2192249298096	25.358470916748	24.9581470489502	24.8906440734863	25.2124881744385
	0.323516162061993	-0.142601013183594	P46063;F5H4P4;F5H3W0;F5H2L2;F8WA66;F8WD97	P46063	ATP-dependent DNA helicase Q1	RECQL	2221	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	19.1	19.1	19.1	73.457	0	12.426	2073800000	23	22.7709636688232	22.5207080841064	22.3004760742188	22.570894241333	22.1634006500244	22.4300498962402
	0.0290905036451714	-0.0369116465250627	P46087-2;P46087;P46087-4;P46087-3;F5GYR3;F5H5X6	P46087-2	Probable 28S rRNA (cytosine(4447)-C(5))-methyltransferase	NOP2	2222	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	15.7	15.7	15.7	88.972	0	15.053	922250000	26	21.5984153747559	21.7222576141357	21.9607391357422	20.902587890625	22.0527172088623	22.2153720855713
+	1.95876295571423	-0.829931259155273	P46109	P46109	Crk-like protein	CRKL	2223	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	14	14	14	54.1	54.1	54.1	33.777	0	177.68	11552000000	259	25.9819393157959	25.9000053405762	25.5057010650635	25.1146984100342	24.7447338104248	25.0384197235107
	0.87390313902796	-0.303225835164387	P46531	P46531	Neurogenic locus notch homolog protein 1;Notch 1 extracellular truncation;Notch 1 intracellular domain	NOTCH1	2224	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	4	3	2	1.6	1.1	0.7	272.5	0	7.389	1382500000	44	22.7249031066895	22.4993324279785	23.0491962432861	22.4902286529541	22.4669494628906	22.4065761566162
	1.84489217026506	-0.326920827229817	P46776;E9PLL6;E9PLX7;E9PJD9;H0YF34;E9PKT2	P46776	60S ribosomal protein L27a	RPL27A	2226	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	14	14	14	68.2	68.2	68.2	16.561	0	183.9	25078000000	257	26.467170715332	26.6609859466553	26.5022144317627	26.2741584777832	26.1136646270752	26.2617855072021
+	1.38179773397323	-0.716739018758137	P46777;Q5T7N0	P46777	60S ribosomal protein L5	RPL5	2227	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	9	9	9	31.6	31.6	31.6	34.362	0	68.968	4247000000	88	24.0657901763916	24.0642280578613	24.1528263092041	23.5143661499023	23.7080936431885	22.9101676940918
	0.517273218854873	-0.403756459554039	P46778;M0R181;G3V1B3	P46778	60S ribosomal protein L21	RPL21	2228	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	15	15	15	63.1	63.1	63.1	18.565	0	107.72	14620000000	175	25.6174812316895	26.0619029998779	25.0475597381592	25.1791534423828	24.8624477386475	25.4740734100342
	0.657660379850263	-0.237733205159504	P46779;H0YKD8;P46779-2;P46779-3;H0YMF4;P46779-4;P46779-5;H0YLP6	P46779	60S ribosomal protein L28	RPL28	2229	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	19	19	19	67.2	67.2	67.2	15.747	0	323.31	36777000000	385	27.0688667297363	27.0324401855469	26.8726749420166	26.9548244476318	26.4552879333496	26.8506698608398
+	1.74317184243889	-0.932940165201821	P46783;F6U211;S4R435;Q9NQ39	P46783	40S ribosomal protein S10	RPS10	2230	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	13	13	13	66.1	66.1	66.1	18.898	0	70.657	17938000000	264	26.5583572387695	26.8235950469971	26.0437049865723	25.3932609558105	25.6462268829346	25.5873489379883
+	1.81398737177535	1.23232714335124	P46821;D6RA32;D6RA40;D6RGJ3;D6RCL2	P46821	Microtubule-associated protein 1B;MAP1B heavy chain;MAP1 light chain LC1	MAP1B	2231	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	63	63	61	35.3	35.3	34.8	270.63	0	323.31	41728000000	1102	26.1271324157715	25.9999389648438	26.9494895935059	27.582763671875	27.4922828674316	27.6984958648682
	1.25517347367407	0.683683395385742	P46940;A0A0J9YXZ5;H0YLE8;A0A087WWP1;H0YKA5;A0A087X225	P46940	Ras GTPase-activating-like protein IQGAP1	IQGAP1	2235	Color2 [A=255, R=169, G=169, B=169]	1	4					Proximity	85	85	81	54.9	54.9	53.9	189.25	0	323.31	106000000000	1632	28.5562171936035	28.2063884735107	29.0682525634766	29.3391971588135	29.3530235290527	29.1896877288818
	0.393973122202629	-0.305975596110027	P46977;P46977-2;A0A0C4DH80;E9PN73;E9PI32;H0YET6	P46977	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	STT3A	2236	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	16	16	16	80.529	0	27.235	2258200000	95	23.8027229309082	23.8295841217041	23.1600952148438	23.2060680389404	23.7508277893066	22.9175796508789
+	2.00435851295648	-0.831269582112629	P47755;F8W9N7;C9JUG7;A0A0D9SET8;P47755-2	P47755	F-actin-capping protein subunit alpha-2	CAPZA2	2237	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	7	7	46.5	38.1	38.1	32.949	0	97.231	5857300000	94	24.7730884552002	24.8459415435791	24.7755012512207	24.1632308959961	23.6106548309326	24.1268367767334
+	2.59833765175509	-0.849546432495117	P47756-2;B1AK87;B1AK88;P47756;B1AK85	P47756-2	F-actin-capping protein subunit beta	CAPZB	2238	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	14	14	14	59.6	59.6	59.6	30.628	0	141.59	10804000000	137	25.9948120117188	26.0726947784424	25.6714172363281	25.102575302124	25.0784282684326	25.0092811584473
	0.850584127698745	0.37167421976725	P47897;A0A1B0GVU9;B4DDN1;A0A0U1RQT0;C9J165;A0A0U1RQM8;A0A0U1RQE9;A0A0U1RQL2;A0A0U1RRI9;A0A0U1RQU2;H7C0R3;A0A0U1RR66;A0A0U1RQX5;A0A0U1RRC8;F2Z2V6;A0A0U1RRJ7;A0A1B0GTT3;A0A0U1RQQ5;A0A0U1RQJ6;A0A0U1RQC3;A0A0U1RQX9;A0A0U1RR79	P47897	Glutamine--tRNA ligase	QARS	2239	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	31	31	4	42.5	42.5	3.6	87.798	0	323.31	13099000000	320	25.9848976135254	25.5815010070801	25.4576053619385	26.2923374176025	25.8763332366943	25.9703559875488
	0.595577306908248	-0.33534876505534	P47914;F8WF43;C9IYI4	P47914	60S ribosomal protein L29	RPL29	2240	Color2 [A=255, R=169, G=169, B=169]	1	4					#N/A	10	10	10	42.1	42.1	42.1	17.752	0	22.564	15962000000	140	25.853099822998	25.9584789276123	25.3893260955811	25.4025936126709	25.0822505950928	25.7100143432617
